Datetime,Title,Description,Content,Change
2019-05-30 17:33:00+00:00,"Exclusive: Crash norms to wipe out mini vans from India; Tata Motors, Mahindra to be hit",Multi-seater people carriers will cease to exist after June.,"nonethese,diesel,enginepowered,seater,vehicle,extensively,used,rural,semirural,pocket,meet,requirement,new,regulation,current,body,form,thereby,bringing,end,entire,segment,also,first,time,entire,segment,wiped,due,change,regulationsthese,van,mainly,used,commercial,use,taxi,small,portion,would,also,bought,personal,useas,many,five,passengerderivatives,tata,motor,popular,model,ace,including,ace,magic,magic,iris,magic,express,five,similar,passenger,derivative,mahindras,supro,mini,truck,jeeto,minivan,discontinued,showroomsnonethey,minivan,viable,anymore,cost,increase,upgrade,high,already,stopped,jeeto,minivan,reason,cost,putting,ab,airbag,product,justified,unfortunately,entire,minivan,category,wiped,make,another,appeal,new,government,far,succeeded,goenka,saidfrom,july,norm,make,mandatory,passenger,vehicle,le,nine,seat,airbags,speed,warning,system,reverse,parking,sensor,seatbelt,reminderfrom,october,vehicle,certified,crashworthiness,van,put,category,vehicle,also,house,car,classified,hatchback,saloon,station,wagon,also,mandatory,car,meet,norm,july,van,built,light,truck,platform,therefore,lack,core,safety,standard,used,building,modern,day,car,vehicle,hard,steel,top,replaced,soft,top,featured,earlier,structure,design,remain,vulnerable,damage,pose,risk,life,occupant,event,accidentnoneas,per,data,shared,society,indian,automobile,manufacturer,siam,passenger,van,segment,saw,sale,unit,last,financial,year,drop,percent,compared,segment,clocked,unitsnone",-2.92
2019-05-31 13:03:00+00:00,How a Rs 40-crore GST fraud unfolded at Manpasand Beverages,"MD Abhishek Singh, his brother Harshvardhan Singh and CFO Paresh Thakkar were arrested after a raid on May 23.","nonethe,company,set,dhirendra,singh,current,chairman,managing,director,following,year,company,focused,rural,market,tier,tier,city,grow,presence,opposed,rival,made,metro,targetin,company,distribution,peak,lakh,outlet,across,india,well,three,plant,vadodara,varanasi,sri,city,beverage,company,plan,set,fourth,plant,recent,unearthing,tax,scam,central,gst,commissionerate,vadodara,showed,company,used,network,operate,fake,unitsnoneusually,case,one,come,across,show,company,running,real,unit,acquiring,fake,invoice,claim,input,tax,credit,itc,case,mbl,found,company,set,several,fake,unit,across,country,real,purchase,sale,transaction,shown,value,inflating,transaction,order,claim,cumulatively,large,sum,input,tax,credit,source,saidthe,company,allegedly,showed,interunit,transaction,worth,r,crore,wherein,itc,would,come,r,crore,government,source,said,transaction,found,taken,place,legal,expert,tracking,case,said,circular,trading,happened,one,real,unit,transacted,fake,unit,transaction,tracked,company,value,transaction,increased,time,eventually,culminated,purchase,transaction,real,unitthe,real,unit,show,purchase,end,claim,tax,credit,inflated,value,stage,mostly,even,difficult,auditor,find,long,trail,fake,unit,roc,registrar,company,record,also,law,country,prohibits,kind,circular,trading,cgst,intelligence,smell,follow,trail,system,find,similar,even,transaction,shown,anonymous,independent,corporate,law,expert,told,papermost,senior,management,company,resigned,maintained,information,transaction,vishal,sood,bharat,vyas,chirag,doshi,milind,babar,dhruv,agarwal,five,six,director,company,resigned",-16.9
2019-05-31 21:41:00+00:00,Top 20 under-owned stocks by FIIs and MFs as of Q4: do you own any?,Experts are of the view that investors should not worry too much on under-ownership of stocks by FIIs as many times it offers potential opportunity for them to top up and increase exposure in them in the future,"foreign,institutional,investor,fiis,increased,ownership,bse,company,marginally,march,quarter,fiis,bought,equity,worth,r,crore,quarter,ended,march,taking,ownership,percent,compared,percent,december,quarterfiis,increased,exposure,bank,diversified,financials,insurance,oil,gas,consumable,fuel,reduced,exposure,automobile,metal,capital,good,consumer,staple,consumer,durables,according,report,kotak,institutional,equitiesnoneexperts,view,investor,worry,much,underownership,stock,fiis,many,time,offer,potential,opportunity,top,increase,exposure,futurethe,reason,underownership,could,differ,across,sector,stock,based,fundamental,sector,view,potential,earnings,growth,individual,company,case,like,sbi,lt,bajaj,finserv,business,prospect,seem,improving,hence,hitting,record,high,rusmik,oza,head,fundamental,research,kotak,security,told,moneycontrolthe,right,way,look,stock,would,valuation,scope,rerating,many,long,fiis,avoid,investing,psu,stock,frequent,dilution,equity,hence,ownership,could,lower,psu,stock,due,approach,saidnonenonedomestic,institutional,investor,diis,holding,bse,index,declined,percent,march,quarter,percent,december,quarter,kotak,institutional,equity,said,reportdomestic,fund,manager,added,stake,bank,capital,good,oil,gas,consumer,staple,insurance,hotel,stock,decreasing,diversifies,financial,service,pharma,automobile,telecommunicationsnonenonenonemutual,fund,performance,monitored,benchmarked,index,regular,periodicity,hence,need,consistently,churn,try,provide,certain,alpha,benchmark,say,expertsin,base,case,fund,manager,usually,churn,stock,quoting,high,valuation,upside,remains,fairly,limited,generate,alphawe,saw,large,move,nifty,stock,year,far,could,missed,holding,blue,chip,portfolio,abhijeet,bajpai,cofounder,ceo,avighna,trade,told,moneycontrolvaluations,near,midterm,attractive,nifty,stock,compared,stock,outside,nifty,might,reason,mf,staying,away,stock,saidfactors,watchunderownership,stock,could,used,one,method,filter,stock,might,trading,premium,compared,historical,average,time,dont,ignore,fundamentalsstudy,sign,stock,come,high,underowned,fpis,mutual,fund,manager,investor,ignore,factor,impacting,market,shortterm,like,election,uschina,trade,talk,infused,volatilitythe,basic,premise,investor,buy,low,sell,high,evaluate,valuation,stock,longterm,basis,suggest,expertsinvestors,must,look,fundamental,company,investing,hardearned,money,stock,company,operational,efficiency,top,bottom,line,growth,margin,working,capital,requirement,return,ratio,debt,equity,ratio,basic,factor,check,umesh,mehta,head,research,samco,security,told,moneycontrolto,add,investor,must,research,promoter,company,efficient,running,business,corporate,governance,issue,clouding,company,furthermore,valuation,also,enable,investor,decide,fair,value,match,market,price,saidnone",-7.81
2019-06-06 17:33:00+00:00,Azim Premji to retire in July; son Rishad Premji takes over,"The board re-appointed his son, Rishad A Premji as the Whole-time Director and Executive Chairman, for a period of five years, with effect from July 31, 2019, to July 30, 2024.","nonethe,retirement,come,year,premji,first,joined,company,transformed,hydrogenated,cooking,fat,maker,billion,global,majorhe,however,continue,nonexecutive,chairman,july,july,wipro,said,bse,filingit,long,satisfying,journey,look,future,plan,devote,time,focus,philanthropic,activity,great,confidence,trust,rishads,leadership,steer,wipro,next,phase,growth,move,forward,said,premjihe,however,continue,nonexecutive,chairman,july,july,wipro,said,bse,filingthe,board,reappointed,son,rishad,premji,wholetime,director,executive,chairman,period,five,year,effect,july,july,member,board,since,may,rishads,understanding,global,technology,industry,strong,strategic,orientation,diverse,leadership,experience,make,right,person,guide,wipro,also,best,positioned,represent,interest,fundamental,social,purpose,largest,shareholder,wipro,ashok,ganguly,independent,director,chairman,board,governance,nomination,compensation,committee,wipro,saidthe,board,also,announced,chief,executive,officer,ceo,executive,director,abidali,z,neemuchwala,redesignated,ceo,managing,director",-0.75
2019-06-06 21:26:00+00:00,Key milestones of Wipro since Azim Premji took over as Chairman,Premji joined Wipro in 1966 and was named Chairman in 1968. Under his leadership the company grew from a soap company to the fourth largest IT major in the country.,"azim,premji,executive,chairman,md,wipro,retire,next,month,leadership,company,grew,cooking,fat,company,fourth,largest,major,countrypremji,helm,company,year,would,complete,current,term,july,would,continue,serve,board,nonexecutive,director,founder,chairmanhere,look,key,event,dotted,premjis,career,spanning,half,century,azim,premji,took,chairman,wipro,age,death,father,mohamed,premji,wipro,called,western,india,vegetable,product,made,chairman,name,changed,wipro,product,ltd,western,india,vegetable,product,ltd,young,premji,expands,business,premji,forayed,domain,recognizing,importance,first,started,manufacturing,minicomputer,technological,collaboration,american,company,sentinel,computer,corporation,wipro,diversified,product,line,heavyduty,industrial,cylinder,mobile,hydraulic,cylinder,joint,venture,company,united,state,general,electric,name,wipro,ge,medical,system,set,year,later,manufacture,sale,service,diagnostic,imaging,product,wipro,entered,compact,fluorescent,market,subsidiary,wipro,consumer,care,lighting,group,launch,range,cfl,wipro,registered,billion,dollar,revenue,current,revenue,service,billion,fourth,largest,company,company,entered,clean,energy,business,wipro,eco,energy,hcl,unseated,wipro,third,largest,major,company,tc,infosys",-5.77
2019-06-06 16:37:00+00:00,Jaguar Land Rover launches 2019 edition of Discovery at starting price of Rs 75.18 lakh,The model will be available in four variants powered by a 2.0 litre diesel engine.,"tata,motorsowned,jaguar,land,rover,jlr,june,launched,edition,land,rover,discovery,suv,india,price,starting,r,lakhthe,model,available,four,variant,powered,litre,diesel,engine,jlr,india,said,statementjlr,india,president,md,rohit,suri,said,discovery,capability,versatility,enhanced,introduction,highpowered,ingenium,diesel,variant,attractive,price,company,believed,would,enable,model,appeal,wider,customer,base",-0.24
2019-06-07 16:39:00+00:00,Tata Motors launches new Ultra range of light commercial vehicles in Vietnam,The Ultra BUVs will cater to payloads ranging from 4 to 11 tonnes with engine capacities from 85 HP to 180 HP.,"homegrown,auto,major,tata,motor,june,said,launched,nextgeneration,range,ultra,business,utility,vehicle,buv,vietnamthe,buv,specially,designed,meet,changing,customer,need,light,commercial,vehicle,segment,offering,comfort,suv,truck,like,performance,profitability,light,commercial,vehicle,tata,motor,said,statementtata,motor,committed,shaping,industry,vietnam,latest,global,technology,giving,vietnamese,customer,competitive,business,advantage,trusted,credential,tata,motor,brand,tata,motor,president,commercial,vehicle,girish,wagh,saidtata,ultra,buv,result,extensive,feedback,customer,study,life,driver,better,understand,expectation,thereby,designed,fasttrack,business,superior,allround,performance,saidthe,ultra,buvs,cater,payload,ranging,tonne,engine,capacity,hp,hptata,motor,sell,commercial,vehicle,cv,vietnam,partnership,tmt,motor,leading,player,manufacturing,assembly,distribution,cv,countryhaving,successfully,launched,tata,super,ace,vietnam,hope,repeat,success,tata,ultra,tmt,group,chairman,bui,van,huu,saidthe,company,hope,consolidate,position,lightduty,commercial,vehicle,space,vietnam,tata,ultra,added",-2.75
2019-06-04 16:25:00+00:00,"Bajaj Platina 110 H Gear launched at Rs 53,376 starting price",The Bajaj Platina 110 H Gear is available in two variants - a drum brake and a disc brake variant.,"bajaj,auto,launched,platina,h,gear,india,cosmetic,change,get,segment,first,featuresthe,important,upgrade,would,speed,gearbox,h,gear,first,segment,get,five,gear,bike,also,receives,front,disk,brakeanother,segment,first,semidigital,instrument,cluster,bike,addition,gear,shift,indicator,console,also,indicates,current,geareverything,else,remains,commuter,bike,powered,cc,singlecylinder,delivers,bhp,power,nm,torque,suspension,duty,handled,telescopic,front,fork,nitrox,dual,shock,absorber,back,cbs,course,come,standardthe,bajaj,platina,h,gear,available,two,variant,drum,brake,variant,retail,price,r,disc,brake,variant,priced,r,also,word,bajaj,working,kickstart,variant,platina",-13.1
2019-06-10 20:16:00+00:00,Reliance Industries to shut crude unit at Jamnagar refinery,Reliance owns and operates two refineries at Jamnagar in Gujarat - a 33 million tonne a year DTA refinery that caters to local fuel demand and a 35.2 million tonnes only-for-export unit.,"nonereliance,owns,operates,two,refinery,jamnagar,gujarat,million,tonne,year,dta,refinery,caters,local,fuel,demand,million,tonne,onlyforexport,unitin,regulatory,filing,company,said,planning,shut,one,crude,distillation,unit,coker,unit,dta,refinery,jamnagar,routine,maintenance,inspection,activity,week,starting,june,ril,said,crude,distillation,secondary,processing,unit,expected,operate,normally,period",-0.99
2019-06-10 13:55:00+00:00,Hyva lines up Rs 60 cr investment in India by 2020,"The Netherlands-based firm, which caters to the commercial vehicle and environmental services industries, will utilise Rs 300 million each in 2019 and 2020 to enhance production capacity and expand its Pune plant.","hyva,world,leader,frontend,tipping,system,monday,said,lined,r,crore,investment,india,netherlandsbased,firm,caters,commercial,vehicle,environmental,service,industry,utilise,r,million,enhance,production,capacity,expand,pune,plantindia,major,market,u,large,sale,market,also,core,market,manufacturing,operation,hyvacompanys,ceo,marco,mazzu,said,statementthe,company,per,cent,market,share,frontend,tipping,solution,globally,eyeing,indian,market,addedhyva,started,india,operation,four,plant,navi,mumbai,jamshedpur,bengaluru,pune,serf,various,client,including,tata,motor,volvo,india,daimler,india,commercial,vehicle,commercial,vehicle,among,others",-2.75
2019-06-06 16:40:00+00:00,What to expect from Bajaj and KTM's joint e-scooter venture,These electric vehicles will be manufactured at Bajaj’s plant in Pune and are expected to enter production by 2022.,"austrian,motorcycle,manufacturer,ktm,collaborated,bajaj,new,venture,called,powered,twowheeler,ptw,two,company,codevelop,electric,platform,manufacturing,electric,twowheelers,indiathese,electric,vehicle,manufactured,bajajs,plant,pune,expected,enter,production,company,jointly,developing,new,volt,electric,platform,give,power,output,ranging,kw,p,kw,p,platform,reportedly,used,electric,scooter,moped,smaller,mopedsa,year,ago,md,bajaj,auto,rajiv,bajaj,stated,company,aim,tesla,electric,twowheeler,space,indication,upcoming,brand,urbanite,would,aim,premium,ebike,segment,however,latest,announcement,indicates,company,looking,cheaper,massproduction,alternativesktm,bajaj,set,benefit,collaboration,ktm,get,bajajs,facility,mass,produce,keeping,cost,low,bajaj,benefit,ktms,electric,twowheeler,knowledge",-13.92
2019-06-12 13:58:00+00:00,Bajaj Auto may launch NS200 FI by Diwali,Bajaj Auto may also update the RS200's powerplant to make it BS-VI compliant and launch it around the same time.,"keep,upcoming,emission,norm,india,bajaj,auto,working,fuel,injection,system,n,help,emission,performance,level,naked,bike,used,carburettornonelike,mentioned,earlier,fuel,injection,place,carburettor,help,performance,figure,international,spec,cc,engine,generates,hp,maximum,power,rpm,nm,peak,torque,rpm,carburetted,bike,hand,produce,hp,nm,respectivelythe,bike,remains,largely,unchanged,front,however,get,cosmetic,revamp,recent,image,international,spec,n,show,different,paint,scheme,matte,black,finish,tank,cowl,along,gloss,black,seat,panel,mark,fuel,injection,bike,tank,cowl,also,get,large,fi,badging,neon,yellow,blue,red,rim,get,matching,pinstripe",-14.15
2019-06-06 21:41:00+00:00,Dr Reddy's renews efforts to push India biz amid US pricing pressure,"Indian business constituted about 16 percent of Dr Reddy’s Rs 15,385 crore revenues in FY19 compared to North America’s 39 percent.","noneindia,important,market,u,absolutely,going,invest,business,said,erez,israeli,chief,operating,officer,dr,reddys,recent,investor,callwe,want,thing,india,first,leverage,brand,enhancing,brand,launching,new,brand,secondly,market,pursue,possible,inorganic,move,thirdly,place,would,thrive,new,business,model,innovate,israeli,addeddr,reddys,got,sandeep,khandelwal,board,head,india,business,october,last,year,khandelwal,headed,sale,marketing,abbott,india,woman,health,gastroenterology,hepatic,otc,therapy,abbott,second,largest,player,domestic,formulation,marketdr,reddys,banking,khandelwals,experience,build,sustainable,domestic,business,company,also,said,working,improving,sale,force,productivity,adding,marketing,capabilitiesthere,positive,sign,subpar,fy,performance,india,dr,reddys,sale,grew,percent,versus,market,growth,percent,due,gst,destocking,company,made,bounce,back,fy,registering,growth,percent,market,growth,percent,year,ranking,improved,period,per,iqvia,dataindian,business,constituted,percent,dr,reddys,r,crore,revenue,fy,compared,north,america,percentbut,growth,north,american,business,flat,account,increased,pricing,pressure,key,u,market,prompting,drugmaker,shift,part,focus,expanding,investing,indian,businessnot,easy,marketthe,complexity,domestic,market,huge,branded,generic,market,hundred,company,deploy,thousand,marketing,representative,push,brand,doctor,given,much,spend,medicine,india,outofpocket,market,price,sensitive,addition,government,drug,price,controlseven,year,experience,resource,dr,reddys,found,domestic,formulation,business,tough,nut,crackto,sure,company,small,set,india,per,website,company,portfolio,brand,spanning,gastroenterology,oncology,pain,management,cardiovascular,dermatology,urology,nephrology,rheumatology,diabetesand,employ,sale,force,people,push,brand,seven,including,legacy,brand,omez,nise,stamlo,razo,among,others,made,topthis,first,time,company,tried,set,thing,right,year,back,company,undertook,major,restructuring,domestic,formulation,business,recalibrated,focus,acute,chronic,acquired,portfolio,drug,brusselsbased,ucb,april,company,also,tied,u,drugmaker,amgen,market,distribute,patented,portfolio,five,drug,treat,cancer,cardiac,disease,however,despite,effort,market,share,stuck,around,two,percentmissing,piecesanalysts,point,company,given,heavy,reliance,export,market,especially,u,never,really,put,kind,effort,needed,succeed,branded,generic,market,indiadr,reddys,never,marketingdriven,company,expertise,rd,complex,drug,manufacturing,never,built,right,product,portfolio,mix,marketing,strategy,stay,ahead,rival,domestic,market,amey,chalke,pharma,analyst,hdfc,security,pointed,outit,taking,company,long,time,adapt,acute,dominated,portfolio,high,growth,chronic,segment,chalke,addedsurya,patra,phillips,security,echoed,laggard,come,domestic,formulation,business,back,time,thing,become,challenging,u,short,term,approach,chasing,domestic,market,competition,strong,saidboth,chalke,patra,however,say,dr,reddy,still,scope,expand,indian,business,need,right,kind,strategy,product,portfolio,grow",-2.36
2019-06-04 18:14:00+00:00,"Exclusive | Bajaj Finance eyeing Rs 3,000 crore fund raise","With mutual funds asking for their money back, most NBFCs have had to scale down their portfolios. However, market players said that investors are still bullish on top rung NBFC stocks.","nonethey,planning,raise,around,r,crore,qip,talk,early,stage,said,one,source,nonbanking,finance,company,general,finding,going,tough,default,ilfs,group,company,september,last,year,made,mutual,fund,wary,lending,nbfcs,mutual,fund,asking,money,back,nbfcs,scale,portfolio,however,market,player,said,investor,still,bullish,top,rung,nbfc,stocksnonein,past,fund,raising,effort,company,oversubscribed,lot,foreign,investor,expressed,interestso,final,issue,size,may,vary,source,saidin,september,bajaj,finance,launched,r,crore,qip,floor,price,r,per,sharethis,good,time,bajaj,finance,raise,money,peer,pressure,company,performed,well,despite,ilfs,liquidity,crisis,company,use,fund,strengthen,position,segment,like,small,medium,enterprise,added,second,sourcethe,equity,market,seen,rally,pre,postelections,fear,unstable,government,centre,way,expect,secondary,market,activity,pick,many,potential,qips,come,market,respect,sector,expect,lot,buzz,deal,activity,financial,service,space,say,anuj,kapoor,md,head,investment,banking,ubs,india",-3.17
2019-06-14 16:09:00+00:00,What happens to the things you lose on the Delhi Metro?,Losing valuables is never a pleasant feeling. But can you get back what you’ve lost on the Delhi Metro?,"ira,puranikpicture,since,delhi,metro,found,much,r,lakh,cash,train,unclaimed,walletsfor,individual,r,precise,retrieved,delhi,metro,mean,amount,good,enough,buy,one,premium,model,recently,launched,hyundai,venue,iphone,x,max,still,cash,left,buy,around,share,maruti,suzukiat,today,priceswhat,money,question,choice,one,get,wallet,phone,stuff,lost,metro,backyes,say,anuj,dayal,executive,director,corporate,communcations,delhi,metro,rail,corporation,dmrc,add,average,around,item,turn,every,month,lost,found,department,include,wallet,jewellery,phone,document,lunch,boxeshe,add,anyone,approach,contact,lost,found,department,kashmere,gate,metro,station,claim,stuff,back,submitting,proof,identificationone,call,share,detail,belonging,follow,instruction,official,reclaim,delhi,metro,lost,found,department,kashmere,gate,image,courtesy,delhi,metrothe,standard,protocol,claimant,reach,station,lost,belonging,within,hour,retrieve,item,verification,stationhowever,hour,passenger,retrieve,said,article,kashmere,gate,lost,found,departmentas,per,official,lost,found,department,even,individual,late,beyond,maximum,stipulated,time,day,submit,application,stating,delay,get,thing,backyumna,ahmed,frequent,metro,commuter,praised,promptness,authority,helping,get,back,lost,valuable,lost,camera,nehru,place,metro,station,realisation,immediately,called,station,number,apprised,official,situation,able,get,camera,back,daylocated,discrete,room,everbusy,kashmere,gate,metro,station,lost,found,department,cornucopia,lost,unclaimed,bag,bottle,clothes,hundred,people,lose,everyday,travelling,world,third,largest,metro,rail,system,inside,lost,found,department,image,courtesy,delhi,metroone,task,apart,keeping,lost,item,safe,maintaining,online,database,daytoday,basisnonecommon,among,bag,poly,bag,carry,bag,purse,lunch,box,pen,drive,cash,mobile,phone,among,thingswhile,valid,lost,item,wallet,purse,containing,important,document,mobile,quite,often,stolen,metro,vipul,student,delhi,university,mention,lodge,fir,find,wallet,refused,shown,cctv,footage,station,incident,happenedhowever,wallet,valuable,find,way,back,department,claimed,verificationbut,happens,item,claimed,anyone,item,sold,donatedinterestingly,many,lose,belonging,onboard,metro,inside,metro,premise,return,claim,itnonedayal,also,reiterates,around,percent,item,returned,owner,proper,verification,last,six,monthsin,fact,dmrc,data,say,past,year,item,item,received,handed,rightful,owner,verification,successful,return,percentage,dismal,ayushi,malik,another,regular,commuter,delhi,metro,recall,losing,wallet,yellow,line,delhi,metro,however,never,went,back,claim,itlargely,commuter,wish,undertake,hassle,involved,retrieving,itemsperhaps,explains,delhi,metro,retrieved,r,lakh,yearswhat,happens,unclaimed,stuffaccording,metro,spokesperson,disposal,time,item,due,roughly,six,month,categorised,either,valuable,nonvaluable,item,sent,disposal,either,auction,tender,recyclingdayal,say,item,auctioned,scrap,dmrc,line,indian,railway,deal,unclaimed,itemsthese,auction,minuscule,source,revenue,dmrc,according,data,year,total,item,tendered",-5.91
2019-06-14 20:53:00+00:00,Germany's ThyssenKrupp appoints Indian-origin CEO,"The 50-year-old Indian-origin executive, who has been Chief Financial Officer (CFO) of ThyssenKrupp Steel Europe AG since 2015, will take charge as the Chairman of the Executive Board of the company.","thyssenkrupp,june,announced,appointment,premal,desai,new,chief,executive,officer,ceo,steel,division,oversee,restructuring,business,following,collapse,proposed,joint,venture,indian,steel,major,tata,steel,europethyssenkrupp,steel,europe,tata,steel,europe,signed,agreement,june,create,joint,venture,however,european,commission,raised,concern,high,price,electrical,steel,automotive,steel,packaging,among,others,event,merger,going,aheadin,may,two,company,announced,scrapping,planthe,yearold,indianorigin,executive,chief,financial,officer,cfo,thyssenkrupp,steel,europe,ag,since,take,charge,chairman,executive,board,companyas,former,head,strategy,thyssenkrupp,ag,desai,charge,formulating,sustainable,strategy,steel,divisionshaping,future,steel,challenging,task,there,lot,said,desaiwe,look,forward,tackling,together,management,team,market,environment,easy,strong,position,lot,potential,well,build,saidfurther,line,desai,also,set,take,strategy,planning,function,well,financial,function,lead,management,board,thyssenkrupp,steel,europe,agthe,german,steel,major,said,andreas,go,resign,position,ceo,mutual,agreement,view,cancellation,proposed,joint,venture,indian,steel,giant,tata,indicating,change,necessitated,result,european,union,decision,block,jv,fear,would,led,increased,price,different,type,steel,europeour,steel,business,facing,major,challenge,put,together,strong,team,tackle,task,hand,quickly,develop,sustainable,strategy,steel,following,cancellation,joint,venture,said,guido,kerkhoff,ceo,thyssenkrupp,agamid,major,change,top,rung,company,heribert,fischer,also,leave,steel,board,remain,thyssenkrupp,steel,europe,ag,advisory,capacity,request,companybernhard,osburg,currently,responsible,sale,management,steel,segment,join,executive,board,thyssenkrupp,steel,europe,ag,chief,commercial,officer,responsible,sale,innovation,activity,steel,businesssteel,producer,europe,hit,falling,demand,past,month,thyssenkrupp,tata,steel,indicating,shift,strategy,european,operation",-60.93
2019-06-13 18:08:00+00:00,"RIL, HDFC among 57 Indian companies on Forbes Global 2000 list","From India, Reliance Industries is the only one in the overall top-200 list and is followed by HDFC Bank at 209th.","many,indian,company,found,place,list,world,largest,public,company,compiled,forbes,magazine,housing,finance,major,hdfc,ltd,finding,place,among,top,ten,consumer,finance,firm,globallythe,overall,list,topped,industrial,commercial,bank,china,icbc,th,year,row,reliance,industry,topranked,indian,company,st,rank,globally,per,leading,business,magazinewithin,oil,gas,sector,reliance,industry,ranked,th,globally,royal,dutch,shell,come,topfor,consumer,financial,sector,american,express,topped,chart,hdfc,ltd,ranked,thon,overall,global,list,hdfc,ranked,ndout,country,represented,list,u,account,largest,number,company,followed,china,hong,kong,japan,overall,topten,icbc,followed,jp,morgan,china,construction,bank,agricultural,bank,china,bank,america,apple,ping,insurance,group,bank,china,royal,dutch,shell,well,fargofrom,india,reliance,industry,one,overall,top,list,followed,hdfc,bank,th,ongc,th,indian,oil,th,hdfc,ltd,nd,placewhile,tc,icici,bank,lt,sbi,ntpc,also,figure,among,top,company,indian,company,overall,global,list,include,tata,steel,coal,india,kotak,mahindra,bank,bharat,petroleum,infosys,axis,bank,tata,motor,itc,bharti,airtel,wipro,jsw,steel,powergrid,hindalco,hcl,tech,mm,indusind,bank,bajaj,finserv,gail,pnb,grasim,bank,baroda,power,finance,canara,bank",-1.97
2019-06-13 17:56:00+00:00,Maruti Suzuki Ertiga Cross spotted testing in Pune,"Maruti Suzuki also seems to have increased the Ertiga’s ground clearance, perhaps to enhance is off-road capabilities.","indian,automobile,manufacturer,maruti,suzuki,seems,working,redefining,signature,mpv,ertiga,car,recently,spotted,heavy,camouflage,muscular,rugged,avatar,suggests,ertiga,cross,waythe,mpv,spotted,near,pune,undergoing,emission,testing,spy,shot,reveal,mpvs,body,panel,largely,unchanged,exception,roof,rail,flared,wheel,arch,front,end,looked,upright,beefier,chrome,grille,car,also,spotted,new,headlamp,led,drlsmaruti,suzuki,also,seems,increased,ertigas,ground,clearance,perhaps,enhance,offroad,capability,car,also,expected,come,captain,seat,middle,row,company,could,equip,ertiga,cross,allblack,interior,black,edition,ertiga,sold,indonesiathe,company,made,official,announcement,car,nextgen,powertrain,currentgen,ertiga,powered,litre,smart,hybrid,motor,make,p,maximum,power,nm,peak,torque,also,get,litre,ddi,diesel,engine,make,p,maximum,power,nm,peak,torque,however,new,ertiga,carry,forward,diesel,engine,maruti,already,announced,discontinuation,diesel,engine,due,upcoming,emission,normsit,expected,new,ertiga,cross,sold,marutis,nexa,chain,dealership,placed,standard,ertiga,expected,loaded,feature,car,expected,make,global,debut,end,though,nothing,confirmed,yet",-3.9
2019-06-11 17:42:00+00:00,What to expect from MV Agusta F3 800 RC?,The motorcycle stands on fully adjustable 43mm Marzocchi USD suspension unit in the front and a Sachs monoshock in the rear which is also fully adjustable.,"italian,motorcycle,manufacturer,mv,agusta,officially,launched,f,rc,india,motorcycle,priced,premium,r,lakh,standard,f,equipped,full,racing,kitthe,racing,kit,includes,sc,project,titanium,carbon,fibre,exhaust,lightweight,body,panel,aluminium,rearsets,brake,lever,protector,fibreglass,pillion,cowlit,also,get,racing,ecu,add,p,overall,delivery,motorcycle,however,company,restricted,racing,kit,use,track,also,offering,complimentary,paddock,stand,rc,decking,official,agusta,rc,liverythe,f,rc,share,engine,standard,f,produce,p,maximum,power,nm,peak,torque,mated,sixspeed,manual,gearbox,company,claim,top,speed,around,kmph,dry,weight,kgthe,motorcycle,stand,fully,adjustable,mm,marzocchi,usd,suspension,unit,front,sachs,monoshock,rear,also,fully,adjustable,mv,agusta,equipped,motorcycle,brembo,monobloc,calliper,front,twopiston,brembo,calliper,backthe,motorcycle,priced,r,lakh,exshowroom",-1.94
2019-06-13 20:12:00+00:00,Electrical maker Goldmedal eyes 40% revenue growth in FY20,The company is looking to diversify into newer products under the same bucket and will launch fans and home appliances in the near future.,"nonethe,company,saw,compounded,annual,growth,rate,percent,worth,r,crorejain,said,planning,consolidate,become,leader,region,include,madhya,pradesh,uttar,pradesh,odisha,bihar,limited,presence,also,plan,expand,foreign,market,uae,couple,yearsjain,also,planned,diversify,newer,product,bucket,launch,fan,home,appliance,near,futurewe,invested,exclusive,showroom,many,city,showcase,range,premium,product,directly,clientele,include,interior,designer,architect,builder,along,upper,uppermiddle,class,customer,said,jainset,mumbaiheadquartered,company,manufacture,modular,switch,home,automation,system,led,light,entertainment,device,doorbell,wire,cable,others,residential,building,well,commercial,establishment,company,manufacturing,unit,bhiwadi,near,delhi,produce,wire,cablesengaged,directly,network,direct,indirect,dealer,wholesale,dealer,across,country,goldmedal,retail,directly,large,institutional,buyer,store,croma,reliance,fresh,hypercity,among,others,jain,statedin,goldmedal,entered,wire,cable,business,set,manufacturing,unit,goregaon,mumbai,wire,cable,modular,switch",-1.86
