Datetime,Title,Description,Content,Change
2019-01-21 10:18:00+00:00,Lucky 7! Companies that jumped into large-cap category from midcap in last 6 months of 2018,"During July-December 2018 period, eight companies fell into the mid-cap category from largecap, 13 moved from small-cap category to mid-cap category","amfi,consultation,sebi,stock,exchange,came,halfyearly,list,stock,based,data,provided,bombay,stock,exchange,bse,national,stock,exchange,nse,metropolitan,stock,exchange,india,msei,list,highlighted,seven,company,entered,largecap,segmentaccording,amfi,seven,company,jumped,midcap,category,largecap,category,based,listed,company,average,market,capitalisation,cap,data,six,month,ended,december,noneduring,julydecember,period,eight,company,fell,midcap,category,largecap,moved,smallcap,category,midcap,category,moved,mid,smallcap,categorylargecap,stock,clear,winner,likely,remain,top,list,investor,well,suggest,expert,investor,use,opportunity,get,quality,largecaps,saywe,continue,believe,largecaps,space,invest,currently,higher,exposure,compared,mid,smallcaps,largely,given,undergoing,risk,mentioned,near,term,even,though,valuation,corrected,vinod,nair,head,research,geojit,financial,service,told,moneycontrolcurrently,suggesting,mix,portfolio,largecaps,mid,smallcaps,increased,future,risk,subsides,saidnair,added,portfolio,focus,stable,domestic,story,leadership,quality,industry,like,consumption,chemical,exportoriented,company,value,buying,stock,pharma,nbfcs,cement,infra,also,addednonenoneaccording,sebi,circular,first,company,term,sixmonth,average,market,capitalisation,considered,largecaps,one,fall,stth,place,term,full,market,capitalization,considered,midcaps,company,secures,place,term,market,capitalisation,considered,smallcapssubsequent,updation,list,mutual,fund,would,rebalance,portfolio,required,line,updated,list,within,period,one,monthaccording,association,mutual,fund,india,amfi,asset,management,aum,indian,mutual,fund,industry,came,r,lakh,crore,december,r,lakh,crore,november,fall,percent,monthonmonth,basisthe,decline,likely,reflects,quarterend,phenomenon,wherein,company,tend,redeem,asset,advance,tax,payment,data,show,last,quarterend,month,aum,declined,instancesaum,equity,including,equity,linked,saving,scheme,el,balanced,etf,came,r,lakh,crore,percent,mom,percent,yoythe,mutual,fund,industry,witnessed,net,outflow,r,crore,december,net,inflow,r,crore,november,liquidmoney,market,category,saw,outflow,r,crore,december,net,inflow,r,crore,november,icra,said,noteinflows,cyclical,category,outflow,reflect,withdrawing,money,company,bank,financial,institution,quarterend,paying,advance,tax,saidthe,income,category,outflow,decreased,r,crore,december,r,crore,november,inflow,equity,fund,including,el,declined,percent,mom,r,crore,amid,volatile,capital,marketsin,term,sector,mf,showed,interest,utility,oil,gas,bank,capital,good,sector,saw,mom,increase,weighton,hand,technology,automobile,healthcare,metal,consumer,telecom,cement,saw,mom,decrease,weight,added,reportthe,top,stock,fund,manager,bought,ongc,coal,india,ioc,bharat,electronics,ntpc,witnessed,highest,buying,interest,largecap,space,december,midcaps,stock,like,oil,india,nbcc,sjvnl,reliance,infrastructure,rec,witnessed,highest,buying,october",2.07
2019-01-21 21:18:00+00:00,Bajaj Auto to launch ‘half a dozen’ models under brand Husqvarna,"Chakan, the Bajaj factory based near Pune that produces Pulsars, will accommodate Husqvarna models also","nonehusqvarna,yearold,swedish,brand,attained,iconic,status,europe,maker,street,bike,dirt,bike,owned,chief,promoter,austrian,brand,ktm,turn,nearly,halfowned,bajaj,autowe,half,dozen,model,coming,husqvarna,brand,view,become,even,bigger,ktm,become,u,rajiv,bajaj,managing,director,bajaj,auto,said,addressing,medium,sideline,brand,promotion,campaign,launched,national,capitalchakan,bajaj,factory,based,near,pune,produce,pulsar,accommodate,husqvarna,model,also,plant,also,exclusively,make,ktm,range,bike,indian,overseas,marketslikewise,husqvarna,parent,decided,shift,production,two,model,vitpilen,svartpilen,chakan,production,slated,begin,late,early,husqvarna,bike,powered,cc,bhp,single,cylinder,engine,power,ktm,duke,ktm,rc,ktm,bike,among,six,produced,bajaj,auto,indiaktm,struggling,joined,bajaj,today,company,overtaken,harley,davidson,premium,motorcycle,segment,worldwide,believe,husqvarna,even,bigger,ktm,added,bajajktm,clocked,sale,unit,last,year",-12.69
2019-01-21 21:05:00+00:00,Bajaj ready to roll out Qute as 'almost all states' approve quadricycle's sale,Qute is essentially a low-cost version of the modern-day taxi whose pricing would be between that of a three-wheeler and the cheapest passenger car.,"nonethis,development,shot,arm,punebased,motorcycle,threewheeler,manufacturer,company,pushing,qutes,launch,past,six,yearsrakesh,sharma,executive,director,bajaj,auto,said,policy,level,qute,got,clearance,last,mile,bureaucracy,state,transport,come,picture,instance,registration,fee,etc,really,tail,elephant,left,almost,state,approved,rest,document,laid,rest,march,qute,seen,road,march,onwardsan,electric,version,qute,made,ready,next,couple,year,alongside,launch,electric,three,wheeler,confirmed,rajiv,bajaj,managing,director,bajaj,auto,sideline,unveiling,new,brand,campaign,world,favourite,indianthe,qute,essentially,lowcost,version,modernday,taxi,whose,pricing,would,threewheeler,cheapest,passenger,car,government,gave,permission,creation,new,segment,following,bajajs,aggressive,sustained,pusha,month,ago,bajaj,auto,dealer,kerala,north,east,already,placed,order,fourwheeler,considered,market,technically,possible,offer,qute,salelast,year,central,government,cleared,policy,permit,quadricycles,commercial,use,supreme,court,asked,centre,look,issueseveral,public,interest,litigation,pils,filed,various,entity,stall,commercial,launch,quadricycle,qute,could,potentially,replace,threewheeler,commonly,known,autorickshaw,market,leader,bajaj,autounable,sell,vehicle,india,bajaj,began,exporting,qute,latin,america,europe,africa,vehicle,powered,fivespeed,cc,engine,develops,peak,power,p,maximum,speed,kmph,seat,three,passenger,driverbajaj,created,capacity,unit,per,year,qute,manufacturing,facility,aurangabad,according,senior,bajaj,official,production,capacity,threewheelers,used,produce,qute,well",-12.69
2019-01-23 13:20:00+00:00,"Tata Harrier launched at Rs 12.69 lakh, SUV to be available in 4 variants","While XE variant is priced at 12.69 lakh, Tata Harrier XM will cost 13.75 lakh. The XT variant is priced at Rs 14.95 lakh and XZ costs Rs 16.25 lakh.","nonetata,motor,launching,fiveseater,harrier,four,xe,xm,xt,xz,variant,begin,topend,variant,priced,r,lakh,vehicle,powered,fiatsourced,diesel,enginenoneas,per,mayank,pareek,president,passenger,vehicle,business,unit,tata,motor,presently,waiting,period,three,month,harrier,booking,vehicle,opened,october,delivery,started,immediate,effecttodays,tata,harrier,launch,mark,beginning,first,new,model,company,pipeline,next,year,part,two,product,architecture,alfa,omega,new,variation,suv,including,crossover,premium,hatchback,launched,company,periodin,pic,tata,harrier,suv,go,itthe,segment,suv,costing,r,lakh,around,unit,month,market,leader,hyundai,creta,clocking,sale,month,pareek,declined,provide,volume,guidance,harriernoneabout,percent,harrier,buyer,go,topend,version,like,trend,segment,entire,suv,segment,percent,passenger,vehicle,market,compact,suv,segment,percent,launch,harrier,present,percent,pv,market,aim,take,percent,added,pareeknoneafter,month,harrier,get,sevenseater,version,along,powerful,variant,engine,position,directly,mahindra,xuv,sevenseater,automatic,gearbox,option,also,made,available,harrier,come,powered,litre,turbocharged,four,cylinder,engine,mated,speed,manual,gearbox,generates,peak,power,p,torque,nm,come,three,driving,mode,eco,sport,citythe,harrier,biggest,dimension,compared,rival,vehicle,longer,wider,longest,wheelbase,class,company,made,car,featurerich,appeal,new,generation,buyersa,ninespeaker,harman,music,system,inch,display,voice,recognition,voice,alert,feature,company,hope,would,become,deciding,factor,car,buyer,addition,dozen,safety,feature,embedded,harrier,including,airbags,traction,control,ab,ebd",-0.8
2019-01-23 16:09:00+00:00,Exclusive: Maruti Suzuki to shift to rupee royalty pay from yen by 2022,This will be a major shot in the arm for the Indian company as it will negate the vagaries in foreign exchange,"nonethis,help,negate,vagary,foreign,exchange,indian,entity,around,percent,current,royalty,payment,made,yenspeaking,moneycontrol,rc,bhargava,chairman,maruti,suzuki,said,new,model,get,launched,rupee,denominated,royalty,payment,suzuki,rise,model,get,covered,rupeeall,new,model,brezza,ignis,swift,dzire,moved,rupee,system,since,next,generation,wagon,r,feature,new,platform,also,join,rupee,pay,system,royalty,model,alto,eeco,baleno,ciaz,ertiga,gypsy,progressively,move,away,yena,single,percent,appreciation,yen,hurt,marutis,earnings,interest,tax,depreciation,amortisation,ebitda,percent,analyst,said,q,end,company,paid,percent,sale,royaltiesmaruti,single,largest,profit,generator,highest,revenue,contributor,suzuki,motor,corporation,addition,royalty,parent,also,receives,dividend,share,profit,due,percent,stake,indian,subsidiaryin,addition,moving,away,yen,denominated,payment,maruti,simultaneously,boosting,local,rd,spends,help,reduce,dependence,parent,company,technology,product,development,new,engine,transmission,technology,wellwhile,lower,royalty,would,look,like,negative,news,suzuki,making,multicrore,investment,new,capacity,india,evergrowing,sale,india,export,provide,boost,toplinefor,record,maruti,targeting,sale,million,unit,year,million,unit,clocked,consistently,pushed,new,model,market,simultaneously,expanded,retail,reach,accommodate,expanded,lineupsuzuki,pushing,hybrid,electric,vehicle,india,part,world,riding,high,partnership,fellow,japanese,giant,toyota,motor,corporationthe,two,company,sharing,powertrain,vehicle,development,technology,special,focus,driving,initial,cost,acquisition,electric,hybrid,vehicle",-3.77
2019-01-23 08:57:00+00:00,ITC to announce Q3 earnings today; brokerages expect profit to grow around 12%,"Cigarette, the key business which contributes more than 40 percent to total revenue, is expected to deliver 4-6 percent growth in volumes on a low base of 5 percent drop during Q3FY18, according to brokerages","nonethe,stock,rallied,percent,fell,percent,third,quarter,overall,gain,consequence,change,tax,cigarette,last,several,gst,council,meetingsthe,company,scheduled,declare,q,earnings,report,january,according,brokerage,profit,expected,show,average,percent,growth,yearonyearicici,security,expects,highest,profit,growth,among,brokerage,considered,copy,said,improving,margin,fmcg,business,higher,realisation,cigarette,business,net,profit,adjusted,oneoffs,base,quarter,likely,grow,percent,yoyprabhudas,lilladher,estimate,percent,yoy,increase,pat,cigarette,volume,improved,profitability,fmcg,hotelslargely,brokerage,expect,revenue,growth,range,percent,quarter,ended,december,sharekhan,estimate,percent,growth,topline,driven,growth,across,segment,barring,paper,businessitc,expected,post,percent,yoy,sale,growth,quarter,back,robust,growth,cigarette,fmcg,segment,icici,security,said,motilal,oswal,expects,net,sale,grow,percent,yoycigarette,key,business,contributes,percent,total,revenue,expected,deliver,percent,growth,volume,low,base,percent,drop,qfy,according,brokeragesantique,stock,broking,edelweiss,security,expect,percent,volume,growth,cigarette,business,whereas,motilal,oswal,icici,security,estimate,percent,prabhudas,lilladher,reliance,security,see,percent,growthprabhudas,lilladher,said,cigarette,margin,expected,improve,marginally,benefit,price,increase,taken,q,rst,filter,whereas,edelweiss,security,said,change,gst,rate,also,lead,pricing,imbalance,systemamong,others,fmcg,hotel,agribusiness,expected,show,doubledigit,growth,paper,segment,growth,likely,remain,subduedantique,stock,broking,expects,continued,doubledigit,growth,fmcg,noncigarettes,led,series,dairy,product,launch,weigh,margin,due,high,advertising,promotionin,fmcg,business,expect,around,percent,revenue,growth,base,percent,qfy,saw,revenue,growth,percent,base,percent,said,edelweiss,security,expects,hotel,business,clock,revenue,growth,around,percent,base,percent,agribusiness,clock,growth,around,percent,yoy,base,negative,percent,growthpaper,business,expected,subdued,may,record,percent,revenue,growth,base,percent,according,edelweisskey,issue,watch,trend,cigarette,volume",-2.1
2019-01-22 13:40:00+00:00,Bajaj-Triumph partnership to take longer; Bajaj Auto to first focus on Husqvarna,"With the Bajaj-Triumph partnership, expect to see some premium 300-750cc motorcycles in India at some really affordable prices.","year,ago,bajaj,auto,triumph,motorcycle,made,announcement,company,enter,nonequity,partnership,manufacture,midcapacity,motorcycle,india,bike,manufactured,bajajs,facility,sold,exported,triumph,brandnoneas,far,triumph,concerned,conservative,say,partner,watch,everything,say,tell,close,partnership,work,product,started,seen,actual,design,coming,triumph,view,sexy,told,carandbikerajiv,bajaj,also,added,im,really,excited,since,little,bit,future,wait,little,bit,giving,detail,year,well,focus,husqvarna,near,future,well,talk,triumphnone",-12.69
2019-01-24 09:25:00+00:00,UltraTech Cement to announce Q3 result today; here are key factor to watch for,The topline is also expected to be in double digit led by volume growth. Brokerages largely expect revenue to grow in the range of 11-18 percent YoY with likely volume growth of more than 10 percent YoY.,"nonemost,brokerage,expect,profit,growth,range,percent,reliance,security,expects,maximum,growth,percent,q,profit,icici,security,see,percent,increase,bottomlineedelweiss,security,brokerage,expects,profit,fall,percent,yoy,said,net,profit,quarter,would,comparable,due,impact,net,debt,increase,binani,acquisitionthe,topline,growth,also,expected,doubledigit,led,volume,growth,brokerage,largely,expect,revenue,grow,range,percent,yoy,likely,volume,growth,percent,yoyrampup,capacity,utilisation,acquired,asset,jaypee,mt,help,company,register,volume,growth,percent,yoy,impact,sale,volume,binani,mt,would,visible,next,quarter,onward,icici,security,saidbinani,cement,operating,percent,utilisation,currentlyemkay,expects,percent,yoy,volume,growth,million,tonne,back,higher,utilisation,jp,group,acquired,asset,grey,cement,realisation,expected,improve,percent,yoy,higher,grey,volumerealisation,result,percent,yoy,revenue,growth,percent,yoy,growth,ebitdaaccording,prabhudas,lilladher,blended,realisation,expected,increase,percentrs,yoy,r,per,tonne,grey,cement,volume,expected,grow,percent,yoy,million,tonneat,operating,level,earnings,interest,tax,depreciation,amortisation,ebitda,also,expected,grow,double,digit,range,percent,margin,may,contract,q,yearonyearebitda,estimated,increase,percent,yoy,resulting,pat,growth,percent,yoy,motilal,oswal,said,reliance,security,expects,percent,growth,ebitda,due,cost,reduction,better,pricingkey,issue,watch,volume,growth,recovery,outlook,cement,pricing,outlook,sustainability",0.27
2019-01-23 14:55:00+00:00,Exclusive | Tata Motors may launch its first fully electric vehicle in 2020,"The electric version of Tiago, Tata Motors' top-selling model, was set to debut in 2017 but was put on the backburner.","nonethe,company,already,developed,electric,version,existing,range,including,tiago,tigor,stopped,short,going,ahead,fullscale,commercial,launch,limited,charging,infrastructure,countrythe,electric,version,tiago,tata,motor,topselling,model,set,debut,put,backburnera,senior,tata,motor,official,hinted,possible,launch,fully,electric,vehicle,might,see,u,launching,electric,vehicle,committing,moment,guenter,butschek,managing,director,tata,motor,told,moneycontrol,sideline,launch,premium,sport,utility,vehicle,harrier,mumbai,january,noneindias,second,largest,car,maker,hyundai,launch,imported,electric,suv,monthsnonetata,motor,reluctance,launch,ecar,stem,fact,charging,infrastructure,remains,grossly,underdeveloped,india,giving,rise,issue,range,anxietytata,motor,showcased,auto,expo,greater,noida,last,year,electric,tiago,powered,kilowatt,motor,make,nm,peak,torque,car,accelerate,kmph,second,top,speed,kmph,range,kmtata,motor,switched,twoproduct,architecture,model,earlier,sixplatform,model,architecture,flexible,provide,company,spin,product,also,capable,hosting,hybrid,fully,electric,powertrains",-0.8
2019-01-24 18:26:00+00:00,Tata Motors to bid adieu to Nano from April 2020,The Nano was launched in 2009 with an initial price of about Rs one lakh.,"tata,motor,plan,invest,upgrade,ratan,tatas,dream,car,nano,meet,bsvi,standard,senior,company,official,said,january,indicating,production,sale,vehicle,would,stop,april,nano,produced,sanad,plant,gujarat,january,new,safety,norm,came,april,new,norm,come,october,new,safety,norm,come,bsvi,going,happen,april,product,may,meet,bsvi,norm,may,invest,upgrading,poducts,nano,one,president,passenger,vehicle,business,unit,tata,motor,mayank,pareektold,reportersthe,entry,level,car,brainchild,ratan,tata,envisaged,giving,safer,affordable,alternative,family,riding,twowheelers,received,lack,luster,response,indian,consumer,launched,initial,price,r,one,lakh,pareek,also,indicated,existing,product,tata,motor,would,also,discontinued,owing,bsvi,normshowever,specify,passenger,vehicle,would,discontinued,bsvi,vehicle,said,challenge,auto,maker,supreme,court,guideline,allow,car,registration,bsvi,april,basically,today,tata,motor,product,passenger,vehicle,segment,refurbished,modified,industry,biggest,challenge,bsiv,stock,become,zero,april,said,pareek,said,last,month,tata,motor,outperformed,market,aprildecember,period,company,grown,percent,industry,grew,percentthree,year,back,tata,motor,market,share,percent,passenger,car,segment,reached,nearly,seven,per,cent,currently,caters,per,cent,car,market,aim,covering,percent,launching,new,product,according,lastfestival,season,good,term,car,sale,country,therewas,stress,liquidity,marketand,resultpeople,getting,loan,become,sloweron,electric,vehicle,said,though,technology,develop,ev,enough,charging,infrastructure,available,country,pareek,january,launched,harrier,new,suv,tata,motor,stable,telangana,market",-1.53
2019-01-24 13:46:00+00:00,Maruti Suzuki to set up Japan-India Institute for Manufacturing in Haryana,"The company will make an initial investment of Rs 7 crore to establish the model industrial training institute (ITI) at Uncha Majra village in Gurugram district, Maruti Suzuki India (MSI) said in a statement.","nonethe,company,make,initial,investment,r,crore,establish,model,industrial,training,institute,iti,uncha,majra,village,gurugram,district,maruti,suzuki,india,msi,said,statementwhile,state,government,provided,land,building,maruti,suzuki,offer,latest,equipment,tool,employ,industry,expert,trainer,ensure,student,trained,quality,safety,discipline,kaizen,japanese,practice,employable,sound,longterm,career,msi,executive,director,corporate,planning,k,tomer,saidjim,uncha,majra,first,haryana,expected,start,first,session,august,nearly,youth,trained,stateoftheart,model,iti,company,addedthe,institute,located,near,automobile,hub,manesar,gurugram,faridabad,bhiwadi,provide,youth,skill,benefit,economic,opportunity",-3.77
2019-01-25 19:58:00+00:00,"Maruti Suzuki discounts at all-time high, but Ertiga has 7-month wait period","The maker of Swift and said average discounts per vehicle in the December quarter stood at Rs 24,300, 30% higher than second quarter ","nonethe,delhibased,maker,swift,dzire,baleno,said,average,discount,per,vehicle,december,quarter,r,percent,higher,second,quarter,average,discount,per,vehicle,r,average,discount,per,vehicle,nine,month,ended,december,r,discount,third,quarter,r,per,vehicle,competition,discount,higher,offering,q,exceptionally,challenging,period,ajay,seth,chief,financial,officer,maruti,suzuki,said,speaking,analyst,post,announcement,quarterly,resultsowing,lesserthanexpected,retail,demand,festive,period,maruti,suzuki,reported,percent,rise,domestic,volume,unit,reason,company,hiked,discount,significantly,third,quarter,get,rid,high,inventoryofficials,said,retail,demand,picked,even,start,new,calendar,yearmarkets,remain,pressure,streak,optimism,see,election,year,people,spending,given,higher,msp,minimum,support,price,plus,monsoon,last,year,good,fuel,price,also,come,peak,overall,pressure,continues,growth,still,subdued,said,r,kalsi,executive,director,sale,marketing,maruti,suzukiat,start,current,financial,year,maruti,suzuki,forecast,doubledigit,volume,growth,however,revise,projection,settle,high,singledigit,growth,nine,month,far,company,clocked,percent,domestic,volume,growth,million,unitsmarutis,growth,beaten,industry,growth,rate,around,percent,forecast,percent,industry,expected,close,year,percent,growth,compared,last,financial,yearthe,silver,lining,maruti,suzuki,robust,booking,number,received,two,new,launch,ertiga,wagon,r,per,management,cumulative,booking,ertiga,surpassed,wagon,r,booking,crossed,ertiga,wagon,r,well,received,waiting,period,ertiga,week,production,constraint,ertiga,gradually,scale,production,added,kalsi",-3.53
2019-01-30 13:45:00+00:00,Transcript| Kotak Mahindra Bank Q3 FY19 Earnings Conference Call,This is the verbatim transcript of Kotak Mahindra Bank management call with analysts.,"verbatim,transcript,kotak,mahindra,bank,management,call,analystsshould,need,assistance,conference,call,please,signal,operator,pressing,touchtone,phone,please,note,conference,recorded,glad,hand,conference,mr,uday,kotak,thank,sirnoneon,big,picture,look,situation,believe,overall,broader,economy,last,quarter,slower,reflected,number,well,compared,appeared,first,half,current,fiscal,sort,overall,slowing,economic,impulse,particularly,visible,octoberdecember,quarter,believe,economic,impulse,private,sector,continue,slower,one,would,like,see,point,time,economy,private,sector,primarily,driven,consumption,slow,private,investment,despite,increasing,capacity,utilization,something,concern,macro,basis,feel,time,broader,current,account,reasonable,shape,long,oil,behaves,hopefully,see,benign,interest,rate,environment,residential,piece,also,come,nbfc,hfc,sector,therefore,think,need,watch,segment,carefully,go,third,course,sme,segment,think,still,correction,phase,approach,government,rbi,find,solution,sme,business,hopefully,see,play,current,yeartherefore,three,interconnected,segment,fair,amount,sme,lending,also,happens,nbfc,sector,well,real,estate,nonbanking,financial,sector,sme,sector,one,would,watch,closely,term,credit,book,bank,particularfrom,kotak,mahindra,bank,point,view,happy,share,seeing,reasonably,robust,loan,growth,stability,long,time,see,better,realization,risk,adjusted,margin,approach,lending,actually,seen,nim,expand,long,time,quarter,also,able,price,loan,context,efficiently,earlier,quarter,ability,grow,book,simultaneously,look,overall,bank,number,pretty,robust,continuing,focus,quality,book,paying,ongoing,result,net,npa,hope,new,shoe,fall,something,currently,may,able,look,considering,uncertainty,go,continue,alert,open,growing,business,pretty,rapid,trotour,overall,revenue,addition,growth,nii,banking,service,particular,despite,slowdown,mutual,fund,distribution,shown,significant,growth,quite,pleased,term,core,banking,business,beginning,sort,drive,wealthmahindra,bank,see,jaimin,take,greater,detail,high,focus,granular,retail,deposit,broadly,three,big,area,focus,ca,sa,retail,td,deposit,r,crore,continuing,grow,rapid,pace,compared,part,deposit,therefore,bank,reliance,wholesale,deposit,consistently,coming,downon,see,able,tighten,overall,operating,cost,side,go,forwardthird,quarter,probably,blip,booking,revenue,shall,see,quarter,ahead,particularly,advisory,fee,course,capital,market,side,dependent,market,externalon,pure,broking,business,course,overall,market,volume,reflective,something,slower,would,likeon,car,finance,subsidiary,car,sale,car,volume,mixed,part,conservatism,prudence,nbfcs,comfortable,journey,volatile,period,nbfc,sector,saw,september,december,therefore,well,stacked,liquidity,liquidity,negative,carry,impact,revenue,profit,two,nbfc,subsidiary,well,course,nbfc,subsidiary,cautious,growing,real,estate,lending,book,reason,already,highlighted,believe,continuing,focus,key,health,parameter,financial,business,banking,business,reason,feel,pretty,good,health,business,continuing,momentum,core,banking,business,also,see,life,insurance,business,continuing,grow,much,tougher,environment,margin,much,protected,fact,feeling,good,level,margin,life,insurance,business,havingthe,asset,management,company,seen,sharp,jump,profit,may,seeing,moderation,whole,distribution,model,distributor,used,taking,disproportionate,front,end,fee,stopped,especially,sebi,circular,october,nd,overall,picturethe,health,business,good,shape,financial,strength,balance,sheet,subsidiary,parent,continues,good,shape,overall,stress,level,balance,sheet,control,feel,growth,loan,side,guided,seems,much,place,hopefully,improving,margin,situation,reflected,octoberdecember,quarterwith,hand,jaimin,take,presentation,specificscommunication,got,rbi,following,consistentlyin,quarter,would,happened,assuming,sold,security,say,r,income,show,negative,two,aspect,reversal,provision,result,reversal,provision,big,negative,number,provision,contingency,explained,slide,earnings,update,provision,investment,negative,number,r,crore,includes,r,crore,normal,accounting,would,taken,income,adjustment,income,grown,overall,operating,profit,would,show,growth,yoy,basis,course,provision,contingency,would,higher,r,crore,costtoincome,make,adjustment,would,show,number,based,current,numbercost,gone,qoq,basisagain,hitting,u,uday,mentioned,keeping,lot,focus,term,opex,nim,period,period,last,yearwith,regard,segmental,defined,rbi,everything,beyond,r,crore,sanction,go,corporate,banking,corporate,bank,clock,pbt,r,crore,quarter,retail,bank,r,crore,retail,bank,hit,advertisement,retiral,provision,largest,treasury,bmu,segment,clocking,r,crore,pbt,quarter,year,advance,bank,r,crore,overall,rise,period,year,ago,seen,growth,yoy,basis,corporate,bank,clocking,commercial,vehicle,construction,equipment,continuing,grow,small,business,personal,loan,credit,card,showing,robust,growth,home,loan,lap,business,one,business,continues,remain,flat,business,banking,segment,flat,yoy,qoq,basis,sma,number,end,december,r,crore,overall,advance,book,gross,npa,r,crore,overall,advance,book,net,npa,overall,advance,book,year,ago,effect,improved,coverage,ratio,year,ago,exposure,specific,segment,come,sequential,qoq,basis,nbfc,exposure,home,finance,exposure,come,commercial,real,estate,lrd,business,also,come,r,crore,overall,exposure,bookon,deposit,front,uday,mentioned,run,pretty,strong,book,casa,end,december,including,td,sweep,another,deposit,base,td,r,crore,stand,r,crore,showing,growth,yoy,basis,average,saving,account,daily,average,saving,account,versus,daily,average,last,year,show,growth,yoy,basis,current,account,line,showing,growth,yoy,basis,end,december,branch,end,quarter,balance,sheet,size,r,crore,bank,level,capital,adequacy,overall,tier,taking,digital,initiative,launch,india,first,aipowered,voicebot,banking,sector,called,keya,integrated,mobile,apps,also,google,assistant,also,month,december,lakh,user,whatsapp,got,lakh,optins,also,live,ripple,blockchain,platform,inward,remittance,transactionsif,look,recurring,deposit,almost,recurring,deposit,sourced,digital,platform,well,fixed,deposit,coming,digital,platformmobile,banking,growth,term,volume,yoy,basis,showed,growth,almost,plus,december,recorded,highest,upi,transaction,month,million,month,transaction,kay,mall,mcomm,ecomm,grew,almost,yoy,basisthe,aadhaarenabled,payment,system,volume,grown,salaried,personal,loan,digital,share,whereas,home,loan,also,acquired,digital,mean,grown,significantlyat,subsidiary,level,kotak,security,mobile,banking,cash,advs,grown,period,kotak,life,large,number,policy,sourced,genie,tabletbased,endtoend,solution,general,insurance,business,digital,volume,shown,almost,growth,yoy,basiswhereas,security,business,brought,r,crore,quarterour,consolidated,advance,group,level,r,crore,rise,yoy,basis,uday,touched,upon,growth,auto,business,well,commercial,real,estate,subsidiary,lower,growing,bank,net,worth,group,level,r,crore,book,value,per,share,rson,life,insurance,business,r,crore,new,business,premium,quarter,r,crore,last,year,ulips,share,nine,month,year,versus,last,year,aum,life,business,r,crore,solvency,continues,healthy,kotak,security,touched,upon,lower,volume,lower,realization,therefore,smaller,profit,quarter,recognize,last,year,quarter,six,transaction,ecm,category,mix,qip,ipo,ofsat,group,level,asset,management,crossed,r,crore,december,end,asset,management,company,got,close,r,crore,asset,management,share,equity,aum,well,overall,market,share,improved,quarter,improved,ranking,overall,ratingsprime,kotak,investment,uday,talked,slower,growth,loan,well,fact,negative,carry,liquidity,amount,tanked,upon,extent,slightly,lower,profit,year,compared,last,year,nbfcsthose,broad,highlight,open,taking,questionsnonewould,working,capital,secondly,opening,remark,mention,business,banking,cautious,make,u,positive,change,viewnoneterm,short,term,oriented,book,question,corporate,sidenoneright,coming,quartersnonenonenonenoneof,time,maybe,future,could,little,uncertainnonenonenonenonenoneis,always,possible,u,look,keep,mind,obsessed,building,stable,lowcost,liability,franchise,obsession,number,one,everything,else,think,long,way,go,u,point,time,make,sense,always,take,call,also,watching,bank,credit,deposit,ratio,mix,changed,need,lot,throughput,retail,deposit,flow,come,sustain,higher,growth,make,credit,deposit,ratio,much,robust,u,taking,next,movenonenonemeantime,get,confirmation,revised,aadhar,bill,get,passed,parliament,great,business,normal,operating,cost,since,really,significant,acquisition,cost,savednonenonenonenonenonenonenonenonenonenonenonemy,sense,think,banking,looking,block,one,two,three,year,time,rather,three,month,time,take,decision,consistent,sustainable,growth,liability,side,think,even,two,three,year,picture,like,going,transform,asset,side,ability,get,risk,based,pricing,competitive,aggressive,stability,stronger,one,thing,last,three,four,month,shown,deep,value,low,cost,stable,liability,everything,elsenonenonenonenonenonethrough,lot,volatility,look,like,kotak,mahindra,investment,going,steadily,term,earnings,sudden,seen,dip,case,prime,well,maybe,term,oneoff,largely,incomenonenonenonenonenonenonenonenonenonemovessecond,question,asset,side,thought,external,benchmark,rbi,proposes,introduce,retail,mortgage,msme,personal,loan,given,applicable,corporate,loan,relatively,larger,part,loan,book,could,exposed,thought,side,pleasenonenoneand,saw,deposit,growth,td,growth,bulk,coming,digital,therefore,smart,branch,strategy,combined,digital,give,u,huge,ability,expand,productivity,lowcost,liability,deposit,base,culture,culture,created,highly,focused,liability,franchise,something,take,long,time,build,different,culture,pure,distribution,culture,trying,make,quick,money,mutual,fund,distribution,insurance,sale,alone,next,questionnonethe,credit,deposit,ratio,bank,inching,focused,liability,strategy,important,component,overall,banking,strategynonenonenonenonenonenonenonehave,moved,betteryes,broadly,realestate,overall,look,overall,view,take,housing,continue,slow,commercial,seeing,city,reaching,unutilized,mean,available,commercial,space,low,seeing,demand,commercial,going,upare,quite,comfortable,r,odd,crore,smaii,book,loan,book,r,lakh,crore,watching,carefully,stage,see,early,sign,something,majornonenonenonenonenonenonenonenonenonenonenonenonenonenonenonenonenonenonenoneproposed,chance,confidence,level,getting,accepted,could,investor,could,expect,thatnonenonenonenonejust,give,rough,proportion,mixnonenonenonenonenone",-3.1
